codigo	grupo	subgrupo	nivel	subnivel
G4652	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones	Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes
G4661	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de otra maquinaria, equipos y suministros	Comercio al por mayor de maquinaria, equipos y suministros agrícolas
G4662	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de otra maquinaria, equipos y suministros	Comercio al por mayor de máquinas herramienta
G4663	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de otra maquinaria, equipos y suministros	Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil
G4664	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de otra maquinaria, equipos y suministros	Comercio al por mayor de maquinaria para la industria textil y de máquinas de coser y tricotar
G4665	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de otra maquinaria, equipos y suministros	Comercio al por mayor de muebles de oficina
G4666	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de otra maquinaria, equipos y suministros	Comercio al por mayor de otra maquinaria y equipo de oficina
G4669	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de otra maquinaria, equipos y suministros	Comercio al por mayor de otra maquinaria y equipo
G4671	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Otro comercio al por mayor especializado	Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares
G4672	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Otro comercio al por mayor especializado	Comercio al por mayor de metales y minerales metálicos
G4673	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Otro comercio al por mayor especializado	Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios
G4674	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Otro comercio al por mayor especializado	Comercio al por mayor de ferretería, fontanería y calefacción
G4675	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Otro comercio al por mayor especializado	Comercio al por mayor de productos químicos
G4676	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Otro comercio al por mayor especializado	Comercio al por mayor de otros productos semielaborados
G4677	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Otro comercio al por mayor especializado	Comercio al por mayor de chatarra y productos de desecho
G4690	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor no especializado	Comercio al por mayor no especializado
G4711	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor en establecimientos no especializados	Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco
G4719	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor en establecimientos no especializados	Otro comercio al por menor en establecimientos no especializados
G4721	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados	Comercio al por menor de frutas y hortalizas en establecimientos especializados
G4722	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados	Comercio al por menor de carne y productos cárnicos en establecimientos especializados
G4723	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados	Comercio al por menor de pescados y mariscos en establecimientos especializados
G4724	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados	Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados
G4725	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados	Comercio al por menor de bebidas en establecimientos especializados
G4726	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados	Comercio al por menor de productos de tabaco en establecimientos especializados
G4729	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados	Otro comercio al por menor de productos alimenticios en establecimientos especializados
G4730	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de combustible para la automoción en establecimientos especializados	Comercio al por menor de combustible para la automoción en establecimientos especializados
G4741	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados	Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados
G4742	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados	Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados
G4743	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados	Comercio al por menor de equipos de audio y vídeo en establecimientos especializados
G4751	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados	Comercio al por menor de textiles en establecimientos especializados
G4752	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados	Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados
G4753	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados	Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados
G4754	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados	Comercio al por menor de aparatos electrodomésticos en establecimientos especializados
G4759	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados	Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados
G4761	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de artículos culturales y recreativos en establecimientos especializados	Comercio al por menor de libros en establecimientos especializados
G4762	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de artículos culturales y recreativos en establecimientos especializados	Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados
G4763	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de artículos culturales y recreativos en establecimientos especializados	Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados
G4764	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de artículos culturales y recreativos en establecimientos especializados	Comercio al por menor de artículos deportivos en establecimientos especializados
G4765	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de artículos culturales y recreativos en establecimientos especializados	Comercio al por menor de juegos y juguetes en establecimientos especializados
G4771	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de prendas de vestir en establecimientos especializados
G4772	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de calzado y artículos de cuero en establecimientos especializados
G4773	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de productos farmacéuticos en establecimientos especializados
G4774	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados
G4775	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados
G4776	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados
G4777	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de artículos de relojería y joyería en establecimientos especializados
G4778	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Otro comercio al por menor de artículos nuevos en establecimientos especializados
G4779	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor de otros artículos en establecimientos especializados	Comercio al por menor de artículos de segunda mano en establecimientos
G4781	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor en puestos de venta y en mercadillos	Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos
G4782	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor en puestos de venta y en mercadillos	Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos
G4789	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor en puestos de venta y en mercadillos	Comercio al por menor de otros productos en puestos de venta y en mercadillos
G4791	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos	Comercio al por menor por correspondencia o Internet
G4799	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por menor, excepto de vehículos de motor y motocicletas	Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos	Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos
H4910	Transporte y almacenamiento	Transporte terrestre y por tubería	Transporte interurbano de pasajeros por ferrocarril	Transporte interurbano de pasajeros por ferrocarril
H4920	Transporte y almacenamiento	Transporte terrestre y por tubería	Transporte de mercancías por ferrocarril	Transporte de mercancías por ferrocarril
H4931	Transporte y almacenamiento	Transporte terrestre y por tubería	Otro transporte terrestre de pasajeros	Transporte terrestre urbano y suburbano de pasajeros
H4932	Transporte y almacenamiento	Transporte terrestre y por tubería	Otro transporte terrestre de pasajeros	Transporte por taxi
H4939	Transporte y almacenamiento	Transporte terrestre y por tubería	Otro transporte terrestre de pasajeros	tipos de transporte terrestre de pasajeros n.c.o.p.
H4941	Transporte y almacenamiento	Transporte terrestre y por tubería	Transporte de mercancías por carretera y servicios de mudanza	Transporte de mercancías por carretera
H4942	Transporte y almacenamiento	Transporte terrestre y por tubería	Transporte de mercancías por carretera y servicios de mudanza	Servicios de mudanza
H4950	Transporte y almacenamiento	Transporte terrestre y por tubería	Transporte por tubería	Transporte por tubería
H5010	Transporte y almacenamiento	Transporte marítimo y por vías navegables interiores	Transporte marítimo de pasajeros	Transporte marítimo de pasajeros
